t,u,v,w,p,q,r,phi_deg,theta_deg,psi_deg,h,y,V,alpha_deg,beta_deg,gamma_deg,sink,de_deg,da_deg,dr_deg,dT,theta_cmd_deg,phi_cmd_deg,h_ref,w_cmd,V_cmd,flaring,range
4.810000,19.188506,0.362786,0.170241,0.007052,0.000543,0.013130,2.583672,-1.432023,-5.647572,12.460457,2.957590,19.192690,0.508316,1.083085,-1.940339,0.665901,1.839089,0.289957,-0.300919,0.330910,-1.482211,2.764302,8.072367,0.471185,18.000000,0,308.271257
4.820000,19.188167,0.363494,0.170271,0.006954,0.000543,0.013192,2.587645,-1.431711,-5.640032,12.454194,2.943327,19.192365,0.508414,1.085219,-1.940125,0.665875,1.839378,0.290643,-0.302349,0.330704,-1.481671,2.767652,8.067360,0.471185,18.000000,0,308.080061
4.830000,19.187826,0.364195,0.170301,0.006857,0.000543,0.013254,2.591562,-1.431400,-5.632455,12.447931,2.929096,19.192038,0.508514,1.087332,-1.939914,0.665849,1.839668,0.291319,-0.303766,0.330498,-1.481132,2.770946,8.062354,0.471185,18.000000,0,307.888866
4.840000,19.187481,0.364890,0.170332,0.006760,0.000543,0.013316,2.595422,-1.431089,-5.624844,12.441669,2.914895,19.191707,0.508616,1.089424,-1.939705,0.665823,1.839961,0.291985,-0.305171,0.330293,-1.480593,2.774185,8.057347,0.471185,18.000000,0,307.697671
4.850000,19.187134,0.365577,0.170364,0.006663,0.000543,0.013376,2.599227,-1.430778,-5.617197,12.435408,2.900724,19.191372,0.508721,1.091495,-1.939499,0.665797,1.840255,0.292641,-0.306564,0.330088,-1.480054,2.777368,8.052340,0.471185,18.000000,0,307.506477
4.860000,19.186783,0.366257,0.170397,0.006567,0.000543,0.013437,2.602977,-1.430467,-5.609516,12.429148,2.886584,19.191035,0.508827,1.093546,-1.939294,0.665770,1.840552,0.293288,-0.307945,0.329884,-1.479515,2.780495,8.047334,0.471185,18.000000,0,307.315284
4.870000,19.186428,0.366931,0.170430,0.006471,0.000543,0.013496,2.606672,-1.430156,-5.601800,12.422888,2.872475,19.190694,0.508936,1.095576,-1.939091,0.665744,1.840850,0.293925,-0.309314,0.329680,-1.478976,2.783568,8.042327,0.471185,18.000000,0,307.124091
4.880000,19.186071,0.367597,0.170464,0.006376,0.000542,0.013556,2.610312,-1.429845,-5.594050,12.416628,2.858397,19.190349,0.509047,1.097586,-1.938891,0.665718,1.841150,0.294552,-0.310671,0.329476,-1.478437,2.786586,8.037321,0.471185,18.000000,0,306.932900
4.890000,19.185711,0.368257,0.170498,0.006281,0.000542,0.013614,2.613897,-1.429534,-5.586267,12.410370,2.844349,19.190002,0.509159,1.099575,-1.938693,0.665692,1.841452,0.295170,-0.312016,0.329273,-1.477898,2.789549,8.032314,0.471185,18.000000,0,306.741709
4.900000,19.185347,0.368909,0.170534,0.006187,0.000542,0.013672,2.617427,-1.429223,-5.578450,12.404112,2.830332,19.189651,0.509274,1.101544,-1.938497,0.665667,1.841757,0.295778,-0.313348,0.329070,-1.477360,2.792458,8.027308,0.471185,18.000000,0,306.550520
4.910000,19.184980,0.369555,0.170570,0.006093,0.000542,0.013730,2.620904,-1.428912,-5.570599,12.397855,2.816346,19.189297,0.509391,1.103493,-1.938303,0.665641,1.842063,0.296376,-0.314669,0.328868,-1.476821,2.795313,8.022301,0.471185,18.000000,0,306.359331
4.920000,19.184610,0.370194,0.170606,0.006000,0.000542,0.013787,2.624327,-1.428602,-5.562716,12.391598,2.802391,19.188940,0.509510,1.105422,-1.938112,0.665615,1.842371,0.296965,-0.315978,0.328666,-1.476282,2.798114,8.017295,0.471185,18.000000,0,306.168143
4.930000,19.184237,0.370826,0.170643,0.005907,0.000542,0.013844,2.627696,-1.428291,-5.554801,12.385342,2.788467,19.188579,0.509631,1.107331,-1.937922,0.665589,1.842681,0.297545,-0.317275,0.328464,-1.475743,2.800862,8.012289,0.471185,18.000000,0,305.976957
4.940000,19.183860,0.371452,0.170681,0.005814,0.000542,0.013900,2.631012,-1.427980,-5.546853,12.379087,2.774574,19.188215,0.509755,1.109220,-1.937735,0.665563,1.842992,0.298115,-0.318560,0.328263,-1.475205,2.803556,8.007282,0.471185,18.000000,0,305.785771
4.950000,19.183481,0.372070,0.170720,0.005722,0.000542,0.013955,2.634274,-1.427670,-5.538873,12.372832,2.760712,19.187848,0.509880,1.111088,-1.937550,0.665538,1.843306,0.298676,-0.319834,0.328062,-1.474666,2.806198,8.002276,0.471185,18.000000,0,305.594587
4.960000,19.183098,0.372682,0.170759,0.005630,0.000541,0.014010,2.637484,-1.427359,-5.530861,12.366578,2.746881,19.187478,0.510008,1.112938,-1.937367,0.665512,1.843622,0.299228,-0.321096,0.327861,-1.474128,2.808787,7.997270,0.471185,18.000000,0,305.403403
4.970000,19.182712,0.373288,0.170799,0.005539,0.000541,0.014065,2.640641,-1.427049,-5.522818,12.360324,2.733081,19.187104,0.510137,1.114767,-1.937186,0.665486,1.843940,0.299771,-0.322346,0.327661,-1.473589,2.811323,7.992263,0.471185,18.000000,0,305.212221
4.980000,19.182323,0.373886,0.170840,0.005448,0.000541,0.014119,2.643746,-1.426739,-5.514744,12.354071,2.719312,19.186727,0.510269,1.116577,-1.937008,0.665461,1.844260,0.300304,-0.323584,0.327462,-1.473051,2.813807,7.987257,0.471185,18.000000,0,305.021040
4.990000,19.181931,0.374478,0.170881,0.005357,0.000541,0.014173,2.646798,-1.426429,-5.506639,12.347819,2.705575,19.186347,0.510403,1.118367,-1.936831,0.665435,1.844581,0.300828,-0.324811,0.327262,-1.472512,2.816239,7.982251,0.471185,18.000000,0,304.829860
5.000000,19.181535,0.375063,0.170923,0.005267,0.000541,0.014226,2.649799,-1.426118,-5.498504,12.341567,2.691868,19.185963,0.510538,1.120138,-1.936657,0.665410,1.844905,0.301343,-0.326027,0.327064,-1.471974,2.818620,7.977245,0.471185,18.000000,0,304.638682
5.010000,19.181137,0.375642,0.170966,0.005177,0.000541,0.014278,2.652747,-1.425808,-5.490338,12.335316,2.678193,19.185577,0.510676,1.121889,-1.936485,0.665384,1.845231,0.301849,-0.327231,0.326865,-1.471435,2.820949,7.972238,0.471185,18.000000,0,304.447505
5.020000,19.180735,0.376214,0.171009,0.005088,0.000541,0.014330,2.655645,-1.425498,-5.482143,12.329065,2.664549,19.185187,0.510816,1.123621,-1.936315,0.665359,1.845558,0.302346,-0.328423,0.326667,-1.470897,2.823227,7.967232,0.471185,18.000000,0,304.256329
5.030000,19.180331,0.376780,0.171053,0.004999,0.000541,0.014382,2.658491,-1.425188,-5.473917,12.322815,2.650936,19.184793,0.510959,1.125334,-1.936147,0.665334,1.845888,0.302834,-0.329605,0.326469,-1.470358,2.825453,7.962226,0.471185,18.000000,0,304.065155
5.040000,19.179923,0.377339,0.171098,0.004911,0.000541,0.014433,2.661286,-1.424879,-5.465662,12.316565,2.637355,19.184397,0.511103,1.127027,-1.935981,0.665308,1.846220,0.303313,-0.330774,0.326272,-1.469820,2.827630,7.957220,0.471185,18.000000,0,303.873982
5.050000,19.179512,0.377892,0.171143,0.004823,0.000540,0.014483,2.664031,-1.424569,-5.457379,12.310316,2.623805,19.183997,0.511249,1.128702,-1.935818,0.665283,1.846553,0.303783,-0.331933,0.326075,-1.469281,2.829755,7.952214,0.471185,18.000000,0,303.682810
5.060000,19.179097,0.378438,0.171189,0.004735,0.000540,0.014533,2.666725,-1.424259,-5.449066,12.304068,2.610286,19.183594,0.511398,1.130357,-1.935657,0.665258,1.846889,0.304244,-0.333080,0.325879,-1.468743,2.831830,7.947208,0.471185,18.000000,0,303.491640
5.070000,19.178680,0.378978,0.171236,0.004648,0.000540,0.014583,2.669369,-1.423949,-5.440725,12.297820,2.596799,19.183188,0.511548,1.131994,-1.935497,0.665233,1.847226,0.304696,-0.334216,0.325683,-1.468204,2.833856,7.942202,0.471185,18.000000,0,303.300472
5.080000,19.178259,0.379511,0.171283,0.004561,0.000540,0.014632,2.671963,-1.423640,-5.432355,12.291572,2.583343,19.182779,0.511701,1.133612,-1.935340,0.665207,1.847566,0.305140,-0.335341,0.325487,-1.467666,2.835832,7.937196,0.471185,18.000000,0,303.109305
5.090000,19.177836,0.380038,0.171331,0.004475,0.000540,0.014681,2.674507,-1.423330,-5.423958,12.285325,2.569919,19.182366,0.511855,1.135210,-1.935185,0.665182,1.847907,0.305575,-0.336455,0.325292,-1.467127,2.837758,7.932191,0.471185,18.000000,0,302.918139
5.100000,19.177409,0.380559,0.171380,0.004389,0.000540,0.014729,2.677001,-1.423021,-5.415533,12.279079,2.556526,19.181950,0.512012,1.136791,-1.935033,0.665157,1.848251,0.306001,-0.337557,0.325097,-1.466589,2.839635,7.927185,0.471185,18.000000,0,302.726976
5.110000,19.176979,0.381074,0.171429,0.004303,0.000540,0.014776,2.679446,-1.422711,-5.407080,12.272833,2.543165,19.181531,0.512171,1.138352,-1.934882,0.665132,1.848596,0.306419,-0.338649,0.324903,-1.466050,2.841463,7.922179,0.471185,18.000000,0,302.535814
5.120000,19.176546,0.381582,0.171479,0.004218,0.000540,0.014824,2.681843,-1.422402,-5.398600,12.266587,2.529835,19.181109,0.512332,1.139896,-1.934734,0.665107,1.848944,0.306827,-0.339730,0.324709,-1.465512,2.843242,7.917173,0.471185,18.000000,0,302.344653
5.130000,19.176110,0.382084,0.171530,0.004133,0.000540,0.014870,2.684190,-1.422093,-5.390094,12.260343,2.516537,19.180683,0.512495,1.141420,-1.934587,0.665082,1.849293,0.307228,-0.340799,0.324515,-1.464973,2.844973,7.912168,0.471185,18.000000,0,302.153495
5.140000,19.175671,0.382579,0.171581,0.004049,0.000539,0.014916,2.686489,-1.421783,-5.381561,12.254098,2.503270,19.180255,0.512660,1.142927,-1.934443,0.665057,1.849645,0.307620,-0.341858,0.324322,-1.464434,2.846655,7.907162,0.471185,18.000000,0,301.962338
5.150000,19.175229,0.383069,0.171633,0.003965,0.000539,0.014962,2.688739,-1.421474,-5.373001,12.247854,2.490035,19.179823,0.512827,1.144415,-1.934301,0.665033,1.849999,0.308003,-0.342906,0.324129,-1.463896,2.848290,7.902157,0.471185,18.000000,0,301.771183
5.160000,19.174783,0.383552,0.171685,0.003882,0.000539,0.015007,2.690942,-1.421165,-5.364415,12.241611,2.476832,19.179388,0.512996,1.145884,-1.934161,0.665008,1.850354,0.308378,-0.343943,0.323937,-1.463357,2.849876,7.897151,0.471185,18.000000,0,301.580030
5.170000,19.174335,0.384029,0.171739,0.003798,0.000539,0.015052,2.693096,-1.420856,-5.355804,12.235368,2.463660,19.178949,0.513167,1.147336,-1.934023,0.664983,1.850712,0.308744,-0.344969,0.323745,-1.462818,2.851415,7.892146,0.471185,18.000000,0,301.388878
5.180000,19.173883,0.384500,0.171793,0.003716,0.000539,0.015096,2.695203,-1.420547,-5.347167,12.229125,2.450520,19.178508,0.513341,1.148770,-1.933888,0.664958,1.851071,0.309102,-0.345985,0.323554,-1.462279,2.852907,7.887140,0.471185,18.000000,0,301.197729
5.190000,19.173429,0.384965,0.171847,0.003633,0.000539,0.015140,2.697262,-1.420238,-5.338505,12.222883,2.437412,19.178063,0.513516,1.150185,-1.933754,0.664934,1.851433,0.309452,-0.346990,0.323362,-1.461740,2.854352,7.882135,0.471185,18.000000,0,301.006582
5.200000,19.172971,0.385423,0.171903,0.003552,0.000539,0.015184,2.699274,-1.419929,-5.329818,12.216641,2.424335,19.177615,0.513694,1.151583,-1.933623,0.664909,1.851796,0.309793,-0.347984,0.323172,-1.461201,2.855750,7.877129,0.471185,18.000000,0,300.815436
5.210000,19.172510,0.385876,0.171959,0.003470,0.000539,0.015227,2.701240,-1.419620,-5.321106,12.210400,2.411290,19.177164,0.513873,1.152963,-1.933493,0.664884,1.852162,0.310127,-0.348968,0.322981,-1.460662,2.857101,7.872124,0.471185,18.000000,0,300.624293
5.220000,19.172046,0.386323,0.172015,0.003389,0.000539,0.015269,2.703158,-1.419311,-5.312369,12.204159,2.398277,19.176710,0.514055,1.154325,-1.933366,0.664860,1.852529,0.310452,-0.349941,0.322791,-1.460123,2.858407,7.867119,0.471185,18.000000,0,300.433152
5.230000,19.171579,0.386763,0.172073,0.003308,0.000539,0.015311,2.705030,-1.419002,-5.303609,12.197919,2.385296,19.176252,0.514239,1.155670,-1.933241,0.664835,1.852899,0.310768,-0.350904,0.322602,-1.459584,2.859666,7.862114,0.471185,18.000000,0,300.242012
5.240000,19.171109,0.387198,0.172130,0.003228,0.000539,0.015353,2.706856,-1.418693,-5.294824,12.191679,2.372346,19.175791,0.514424,1.156996,-1.933118,0.664811,1.853271,0.311077,-0.351856,0.322413,-1.459045,2.860879,7.857109,0.471185,18.000000,0,300.050875
5.250000,19.170636,0.387627,0.172189,0.003148,0.000539,0.015394,2.708636,-1.418385,-5.286016,12.185439,2.359429,19.175327,0.514612,1.158306,-1.932997,0.664786,1.853644,0.311378,-0.352798,0.322224,-1.458506,2.862046,7.852104,0.471185,18.000000,0,299.859740
5.260000,19.170160,0.388050,0.172248,0.003069,0.000539,0.015434,2.710370,-1.418076,-5.277185,12.179200,2.346543,19.174860,0.514802,1.159598,-1.932878,0.664762,1.854020,0.311670,-0.353729,0.322036,-1.457966,2.863168,7.847099,0.471185,18.000000,0,299.668608
5.270000,19.169680,0.388467,0.172308,0.002989,0.000538,0.015475,2.712058,-1.417767,-5.268330,12.172962,2.333689,19.174390,0.514994,1.160872,-1.932761,0.664738,1.854398,0.311955,-0.354650,0.321848,-1.457427,2.864245,7.842094,0.471185,18.000000,0,299.477477
5.280000,19.169198,0.388878,0.172369,0.002911,0.000538,0.015514,2.713701,-1.417459,-5.259452,12.166723,2.320867,19.173917,0.515188,1.162129,-1.932647,0.664713,1.854777,0.312232,-0.355561,0.321661,-1.456887,2.865277,7.837089,0.471185,18.000000,0,299.286349
5.290000,19.168712,0.389283,0.172430,0.002832,0.000538,0.015554,2.715299,-1.417150,-5.250552,12.160485,2.308076,19.173440,0.515384,1.163369,-1.932534,0.664689,1.855159,0.312500,-0.356461,0.321474,-1.456347,2.866265,7.832084,0.471185,18.000000,0,299.095223
5.300000,19.168224,0.389682,0.172492,0.002754,0.000538,0.015592,2.716852,-1.416841,-5.241629,12.154248,2.295318,19.172960,0.515582,1.164592,-1.932424,0.664665,1.855543,0.312761,-0.357351,0.321287,-1.455807,2.867208,7.827079,0.471185,18.000000,0,298.904100
5.310000,19.167732,0.390076,0.172555,0.002677,0.000538,0.015631,2.718361,-1.416533,-5.232684,12.148011,2.282592,19.172477,0.515782,1.165798,-1.932315,0.664641,1.855929,0.313014,-0.358231,0.321101,-1.455267,2.868106,7.822075,0.471185,18.000000,0,298.712979
5.320000,19.167237,0.390464,0.172618,0.002600,0.000538,0.015669,2.719824,-1.416224,-5.223718,12.141774,2.269897,19.171991,0.515985,1.166987,-1.932209,0.664617,1.856317,0.313259,-0.359101,0.320915,-1.454727,2.868961,7.817070,0.471185,18.000000,0,298.521860
5.330000,19.166740,0.390846,0.172682,0.002523,0.000538,0.015706,2.721244,-1.415916,-5.214729,12.135537,2.257235,19.171502,0.516189,1.168159,-1.932105,0.664592,1.856706,0.313497,-0.359961,0.320730,-1.454187,2.869772,7.812065,0.471185,18.000000,0,298.330744
5.340000,19.166239,0.391222,0.172746,0.002447,0.000538,0.015743,2.722620,-1.415607,-5.205720,12.129301,2.244604,19.171010,0.516395,1.169314,-1.932002,0.664568,1.857098,0.313727,-0.360811,0.320545,-1.453647,2.870540,7.807061,0.471185,18.000000,0,298.139630
5.350000,19.165735,0.391593,0.172811,0.002371,0.000538,0.015780,2.723952,-1.415299,-5.196689,12.123065,2.232006,19.170514,0.516604,1.170452,-1.931902,0.664544,1.857492,0.313949,-0.361651,0.320360,-1.453107,2.871264,7.802057,0.471185,18.000000,0,297.948519
5.360000,19.165228,0.391958,0.172877,0.002295,0.000538,0.015816,2.725240,-1.414990,-5.187637,12.116830,2.219439,19.170015,0.516814,1.171574,-1.931804,0.664520,1.857888,0.314163,-0.362481,0.320176,-1.452566,2.871945,7.797052,0.471185,18.000000,0,297.757410
5.370000,19.164718,0.392317,0.172944,0.002220,0.000538,0.015852,2.726485,-1.414682,-5.178565,12.110595,2.206905,19.169514,0.517027,1.172679,-1.931708,0.664496,1.858286,0.314370,-0.363301,0.319992,-1.452025,2.872583,7.792048,0.471185,18.000000,0,297.566305
5.380000,19.164205,0.392671,0.173011,0.002145,0.000538,0.015887,2.727687,-1.414373,-5.169472,12.104360,2.194402,19.169009,0.517241,1.173767,-1.931614,0.664473,1.858686,0.314569,-0.364111,0.319809,-1.451485,2.873179,7.787044,0.471185,18.000000,0,297.375201
5.390000,19.163689,0.393019,0.173079,0.002071,0.000538,0.015922,2.728847,-1.414065,-5.160359,12.098126,2.181932,19.168501,0.517458,1.174839,-1.931522,0.664449,1.859088,0.314761,-0.364911,0.319626,-1.450944,2.873733,7.782040,0.471185,18.000000,0,297.184101
5.400000,19.163170,0.393362,0.173147,0.001997,0.000538,0.015957,2.729963,-1.413756,-5.151227,12.091891,2.169493,19.167989,0.517676,1.175895,-1.931432,0.664425,1.859493,0.314945,-0.365702,0.319444,-1.450403,2.874244,7.777035,0.471185,18.000000,0,296.993003
5.410000,19.162648,0.393699,0.173216,0.001923,0.000538,0.015991,2.731037,-1.413448,-5.142074,12.085658,2.157087,19.167475,0.517897,1.176934,-1.931344,0.664401,1.859899,0.315121,-0.366482,0.319262,-1.449861,2.874713,7.772031,0.471185,18.000000,0,296.801908
5.420000,19.162123,0.394030,0.173286,0.001850,0.000538,0.016024,2.732069,-1.413139,-5.132903,12.079424,2.144712,19.166957,0.518120,1.177957,-1.931259,0.664377,1.860307,0.315291,-0.367253,0.319080,-1.449320,2.875141,7.767028,0.471185,18.000000,0,296.610815
5.430000,19.161595,0.394356,0.173356,0.001777,0.000538,0.016058,2.733059,-1.412830,-5.123712,12.073191,2.132370,19.166437,0.518344,1.178964,-1.931175,0.664354,1.860717,0.315453,-0.368015,0.318899,-1.448778,2.875527,7.762024,0.471185,18.000000,0,296.419726
5.440000,19.161064,0.394677,0.173427,0.001704,0.000538,0.016090,2.734007,-1.412522,-5.114502,12.066958,2.120060,19.165913,0.518571,1.179955,-1.931093,0.664330,1.861129,0.315607,-0.368767,0.318718,-1.448237,2.875872,7.757020,0.471185,18.000000,0,296.228639
5.450000,19.160530,0.394992,0.173499,0.001632,0.000538,0.016123,2.734913,-1.412213,-5.105273,12.060725,2.107781,19.165386,0.518800,1.180929,-1.931013,0.664307,1.861544,0.315755,-0.369509,0.318537,-1.447695,2.876176,7.752016,0.471185,18.000000,0,296.037555
5.460000,19.159993,0.395302,0.173571,0.001560,0.000538,0.016155,2.735778,-1.411905,-5.096027,12.054493,2.095535,19.164856,0.519031,1.181888,-1.930935,0.664283,1.861960,0.315895,-0.370241,0.318358,-1.447153,2.876439,7.747013,0.471185,18.000000,0,295.846474
5.470000,19.159453,0.395606,0.173644,0.001489,0.000538,0.016186,2.736602,-1.411596,-5.086761,12.048261,2.083321,19.164323,0.519264,1.182831,-1.930860,0.664259,1.862379,0.316028,-0.370965,0.318178,-1.446610,2.876662,7.742009,0.471185,18.000000,0,295.655397
5.480000,19.158909,0.395905,0.173718,0.001418,0.000538,0.016218,2.737386,-1.411287,-5.077478,12.042029,2.071139,19.163787,0.519498,1.183758,-1.930786,0.664236,1.862799,0.316153,-0.371678,0.317999,-1.446068,2.876844,7.737006,0.471185,18.000000,0,295.464322
5.490000,19.158363,0.396198,0.173792,0.001347,0.000539,0.016248,2.738128,-1.410979,-5.068177,12.035797,2.058989,19.163248,0.519735,1.184669,-1.930714,0.664213,1.863222,0.316272,-0.372383,0.317820,-1.445525,2.876986,7.732002,0.471185,18.000000,0,295.273250
5.500000,19.157814,0.396487,0.173867,0.001277,0.000539,0.016279,2.738830,-1.410670,-5.058859,12.029566,2.046871,19.162705,0.519974,1.185565,-1.930644,0.664189,1.863646,0.316383,-0.373078,0.317642,-1.444982,2.877088,7.726999,0.471185,18.000000,0,295.082181
5.510000,19.157262,0.396770,0.173943,0.001207,0.000539,0.016309,2.739492,-1.410361,-5.049524,12.023335,2.034786,19.162160,0.520215,1.186445,-1.930576,0.664166,1.864073,0.316487,-0.373763,0.317464,-1.444439,2.877151,7.721996,0.471185,18.000000,0,294.891116
5.520000,19.156707,0.397047,0.174019,0.001137,0.000539,0.016338,2.740113,-1.410052,-5.040171,12.017104,2.022732,19.161611,0.520458,1.187310,-1.930510,0.664143,1.864502,0.316585,-0.374440,0.317286,-1.443896,2.877174,7.716992,0.471185,18.000000,0,294.700053
5.530000,19.156148,0.397320,0.174096,0.001068,0.000539,0.016367,2.740695,-1.409743,-5.030802,12.010874,2.010711,19.161059,0.520703,1.188159,-1.930446,0.664119,1.864932,0.316675,-0.375107,0.317109,-1.443353,2.877158,7.711989,0.471185,18.000000,0,294.508994
5.540000,19.155587,0.397587,0.174173,0.000999,0.000539,0.016396,2.741237,-1.409434,-5.021416,12.004643,1.998721,19.160505,0.520950,1.188993,-1.930385,0.664096,1.865365,0.316758,-0.375765,0.316933,-1.442809,2.877102,7.706986,0.471185,18.000000,0,294.317938
5.550000,19.155023,0.397849,0.174251,0.000931,0.000539,0.016424,2.741740,-1.409125,-5.012013,11.998413,1.986764,19.159947,0.521199,1.189811,-1.930325,0.664073,1.865800,0.316835,-0.376413,0.316757,-1.442265,2.877009,7.701984,0.471185,18.000000,0,294.126885
5.560000,19.154456,0.398106,0.174330,0.000863,0.000539,0.016452,2.742204,-1.408816,-5.002595,11.992183,1.974839,19.159386,0.521450,1.190614,-1.930267,0.664050,1.866237,0.316904,-0.377053,0.316581,-1.441721,2.876876,7.696981,0.471185,18.000000,0,293.935836
5.570000,19.153886,0.398358,0.174409,0.000795,0.000539,0.016480,2.742628,-1.408507,-4.993161,11.985953,1.962946,19.158822,0.521703,1.191402,-1.930210,0.664027,1.866676,0.316967,-0.377684,0.316405,-1.441177,2.876705,7.691978,0.471185,18.000000,0,293.744790
5.580000,19.153313,0.398604,0.174489,0.000728,0.000539,0.016507,2.743014,-1.408198,-4.983711,11.979724,1.951085,19.158255,0.521958,1.192175,-1.930156,0.664004,1.867117,0.317023,-0.378305,0.316231,-1.440632,2.876496,7.686975,0.471185,18.000000,0,293.553747
5.590000,19.152736,0.398846,0.174570,0.000661,0.000540,0.016533,2.743361,-1.407889,-4.974245,11.973495,1.939256,19.157684,0.522215,1.192933,-1.930104,0.663981,1.867560,0.317072,-0.378918,0.316056,-1.440087,2.876249,7.681973,0.471185,18.000000,0,293.362708
5.600000,19.152157,0.399082,0.174651,0.000594,0.000540,0.016560,2.743670,-1.407579,-4.964765,11.967265,1.927460,19.157111,0.522474,1.193676,-1.930054,0.663958,1.868005,0.317114,-0.379521,0.315882,-1.439542,2.875964,7.676970,0.471185,18.000000,0,293.171672
5.610000,19.151575,0.399314,0.174733,0.000528,0.000540,0.016586,2.743941,-1.407270,-4.955269,11.961037,1.915695,19.156535,0.522735,1.194405,-1.930005,0.663935,1.868452,0.317150,-0.380116,0.315708,-1.438997,2.875642,7.671968,0.471185,18.000000,0,292.980640
5.620000,19.150990,0.399540,0.174816,0.000462,0.000540,0.016611,2.744174,-1.406961,-4.945759,11.954808,1.903963,19.155955,0.522998,1.195118,-1.929959,0.663912,1.868902,0.317179,-0.380702,0.315535,-1.438452,2.875283,7.666966,0.471185,18.000000,0,292.789611
5.630000,19.150402,0.399762,0.174899,0.000397,0.000540,0.016636,2.744369,-1.406651,-4.936234,11.948579,1.892262,19.155373,0.523263,1.195817,-1.929914,0.663889,1.869353,0.317201,-0.381279,0.315362,-1.437906,2.874886,7.661964,0.471185,18.000000,0,292.598586
5.640000,19.149811,0.399978,0.174983,0.000332,0.000540,0.016661,2.744527,-1.406341,-4.926695,11.942351,1.880594,19.154787,0.523531,1.196500,-1.929872,0.663866,1.869806,0.317217,-0.381847,0.315190,-1.437360,2.874453,7.656962,0.471185,18.000000,0,292.407564
5.650000,19.149217,0.400189,0.175068,0.000267,0.000540,0.016686,2.744647,-1.406031,-4.917142,11.936122,1.868958,19.154199,0.523800,1.197170,-1.929831,0.663844,1.870262,0.317227,-0.382406,0.315018,-1.436813,2.873983,7.651960,0.471185,18.000000,0,292.216546
5.660000,19.148621,0.400396,0.175153,0.000202,0.000541,0.016710,2.744730,-1.405722,-4.907575,11.929894,1.857354,19.153607,0.524071,1.197825,-1.929792,0.663821,1.870719,0.317229,-0.382957,0.314846,-1.436267,2.873477,7.646958,0.471185,18.000000,0,292.025532
5.670000,19.148021,0.400597,0.175238,0.000138,0.000541,0.016733,2.744777,-1.405412,-4.897994,11.923666,1.845782,19.153012,0.524344,1.198465,-1.929755,0.663798,1.871179,0.317226,-0.383499,0.314675,-1.435720,2.872934,7.641956,0.471185,18.000000,0,291.834521
5.680000,19.147418,0.400794,0.175325,0.000074,0.000541,0.016757,2.744786,-1.405102,-4.888400,11.917439,1.834243,19.152415,0.524619,1.199091,-1.929720,0.663776,1.871641,0.317215,-0.384032,0.314504,-1.435173,2.872355,7.636954,0.471185,18.000000,0,291.643514
5.690000,19.146812,0.400986,0.175412,0.000011,0.000541,0.016779,2.744759,-1.404791,-4.878792,11.911211,1.822735,19.151814,0.524896,1.199703,-1.929687,0.663753,1.872104,0.317199,-0.384557,0.314334,-1.434626,2.871741,7.631953,0.471185,18.000000,0,291.452511
5.700000,19.146203,0.401173,0.175500,-0.000052,0.000541,0.016802,2.744696,-1.404481,-4.869172,11.904983,1.811259,19.151210,0.525175,1.200300,-1.929656,0.663731,1.872570,0.317176,-0.385073,0.314164,-1.434078,2.871091,7.626951,0.471185,18.000000,0,291.261512
5.710000,19.145592,0.401355,0.175588,-0.000115,0.000542,0.016824,2.744597,-1.404171,-4.859539,11.898756,1.799816,19.150603,0.525456,1.200884,-1.929626,0.663708,1.873038,0.317147,-0.385581,0.313995,-1.433530,2.870405,7.621950,0.471185,18.000000,0,291.070517
5.720000,19.144977,0.401533,0.175677,-0.000177,0.000542,0.016846,2.744462,-1.403860,-4.849893,11.892529,1.788404,19.149993,0.525739,1.201453,-1.929599,0.663686,1.873508,0.317111,-0.386080,0.313826,-1.432982,2.869684,7.616948,0.471185,18.000000,0,290.879525
5.730000,19.144360,0.401705,0.175766,-0.000239,0.000542,0.016867,2.744291,-1.403549,-4.840235,11.886302,1.777025,19.149380,0.526024,1.202008,-1.929573,0.663663,1.873980,0.317069,-0.386571,0.313657,-1.432433,2.868929,7.611947,0.471185,18.000000,0,290.688538
5.740000,19.143739,0.401873,0.175856,-0.000300,0.000542,0.016888,2.744085,-1.403238,-4.830564,11.880075,1.765678,19.148765,0.526311,1.202549,-1.929549,0.663641,1.874454,0.317021,-0.387053,0.313489,-1.431884,2.868138,7.606946,0.471185,18.000000,0,290.497554
5.750000,19.143116,0.402036,0.175947,-0.000362,0.000543,0.016909,2.743843,-1.402927,-4.820882,11.873848,1.754362,19.148146,0.526599,1.203076,-1.929527,0.663619,1.874930,0.316967,-0.387527,0.313321,-1.431335,2.867313,7.601945,0.471185,18.000000,0,290.306574
5.760000,19.142490,0.402195,0.176039,-0.000423,0.000543,0.016929,2.743566,-1.402616,-4.811188,11.867621,1.743079,19.147524,0.526890,1.203590,-1.929507,0.663596,1.875408,0.316906,-0.387993,0.313154,-1.430785,2.866454,7.596944,0.471185,18.000000,0,290.115599
5.770000,19.141860,0.402349,0.176131,-0.000483,0.000543,0.016949,2.743255,-1.402305,-4.801482,11.861394,1.731828,19.146899,0.527183,1.204089,-1.929488,0.663574,1.875888,0.316840,-0.388450,0.312987,-1.430235,2.865561,7.591944,0.471185,18.000000,0,289.924627
