t,u,v,w,p,q,r,phi_deg,theta_deg,psi_deg,h,y,V,alpha_deg,beta_deg,gamma_deg,sink,de_deg,da_deg,dr_deg,dT,theta_cmd_deg,phi_cmd_deg,h_ref,w_cmd,V_cmd,flaring,range
0.000000,18.996097,0.000000,0.374830,0.000000,0.000000,0.000000,0.000000,-0.306791,0.000000,15.474369,10.000000,18.999795,1.130412,0.000000,-1.437203,0.476540,-5.750690,-25.000000,0.000000,0.461038,-3.134766,-11.459156,10.474369,0.471185,18.000000,0,400.000000
0.010000,18.994209,0.001888,0.346361,-0.380298,-0.073218,-0.004746,-0.110695,-0.327900,-0.001438,15.469714,10.000011,18.997367,1.044679,0.005693,-1.372579,0.455054,-4.250690,-23.500000,0.108760,0.461081,-3.282675,-11.467512,10.469395,0.471185,18.000000,0,399.810081
0.020000,18.992932,0.002904,0.311121,-0.702641,-0.130812,-0.007376,-0.422403,-0.386477,-0.004976,15.465254,10.000042,18.995480,0.938472,0.008758,-1.324949,0.439196,-2.750690,-22.000000,0.169041,0.461071,-3.391997,-11.473434,10.464423,0.471185,18.000000,0,399.620177
0.030000,18.992293,0.002587,0.272121,-0.972239,-0.172968,-0.008270,-0.903441,-0.473619,-0.009514,15.460936,10.000091,18.994242,0.820877,0.007802,-1.294496,0.429030,-1.250690,-20.500000,0.189535,0.460996,-3.462269,-11.474194,10.459450,0.471185,18.000000,0,399.430283
0.040000,18.992286,0.000571,0.232155,-1.193832,-0.199956,-0.007760,-1.524975,-0.580554,-0.014152,15.456708,10.000149,18.993705,0.700329,0.001722,-1.280884,0.424484,0.249310,-19.000000,0.177846,0.460851,-3.493954,-11.467583,10.454478,0.471185,18.000000,0,399.240393
0.050000,18.992869,-0.003424,0.193796,-1.371728,-0.212120,-0.006135,-2.260757,-0.698688,-0.018170,15.452518,10.000209,18.993858,0.584603,-0.010330,-1.283290,0.425366,1.749310,-17.500000,0.140608,0.460637,-3.488333,-11.452181,10.449505,0.471185,18.000000,0,399.050502
0.060000,18.993968,-0.009604,0.159396,-1.509847,-0.209873,-0.003647,-3.086896,-0.819641,-0.021001,15.448317,10.000258,18.994639,0.480812,-0.028971,-1.300453,0.431374,3.249310,-16.000000,0.083593,0.460360,-3.447472,-11.427498,10.444533,0.471185,18.000000,0,398.860605
0.070000,18.995480,-0.018108,0.131095,-1.611758,-0.193688,-0.000515,-3.981643,-0.935290,-0.022215,15.444056,10.000284,18.995941,0.395414,-0.054619,-1.330704,0.442085,4.136669,-14.500000,0.011803,0.460031,-3.374236,-11.394006,10.439560,0.471185,18.000000,0,398.670697
0.080000,18.997288,-0.029017,0.109375,-1.680695,-0.169220,0.003077,-4.925195,-1.039272,-0.021496,15.439701,10.000273,18.997625,0.329872,-0.087513,-1.369144,0.456012,3.595367,-13.000000,-0.070518,0.459663,-3.278834,-11.352605,10.434586,0.471185,18.000000,0,398.480776
0.090000,18.999308,-0.042356,0.091821,-1.719580,-0.148852,0.006965,-5.899514,-1.130404,-0.018626,15.435235,10.000208,18.999577,0.276900,-0.127730,-1.407304,0.470488,3.216461,-11.500000,-0.159615,0.459268,-3.179596,-11.303504,10.429613,0.471185,18.000000,0,398.290839
0.100000,19.001505,-0.058103,0.077834,-1.731073,-0.131327,0.010978,-6.888155,-1.210675,-0.013486,15.430657,10.000075,19.001754,0.234695,-0.175197,-1.445369,0.485699,2.952145,-10.000000,-0.251601,0.458849,-3.075239,-11.247398,10.424639,0.471185,18.000000,0,398.100884
0.110000,19.003849,-0.076190,0.066960,-1.717601,-0.115787,0.014974,-7.876131,-1.281468,-0.006046,15.425966,9.999857,19.004120,0.201879,-0.229708,-1.483347,0.501751,2.769340,-8.500000,-0.343177,0.458412,-2.965038,-11.185059,10.419664,0.471185,18.000000,0,397.910910
0.120000,19.006308,-0.096514,0.058842,-1.681379,-0.101643,0.018830,-8.849781,-1.343752,0.003650,15.421161,9.999538,19.006644,0.177382,-0.290944,-1.521134,0.518682,2.644816,-7.000000,-0.431554,0.457958,-2.848727,-11.117307,10.414689,0.471185,18.000000,0,397.720916
0.130000,19.008855,-0.118935,0.053197,-1.624431,-0.088499,0.022445,-9.796660,-1.398215,0.015490,15.416241,9.999102,19.009301,0.160343,-0.358485,-1.558558,0.536472,2.561935,-5.500000,-0.514391,0.457491,-2.726440,-11.044975,10.409713,0.471185,18.000000,0,397.530902
0.140000,19.011462,-0.143288,0.049789,-1.548606,-0.076087,0.025732,-10.705429,-1.445352,0.029313,15.411207,9.998534,19.012067,0.150052,-0.431825,-1.595404,0.555051,2.508499,-4.000000,-0.589740,0.457012,-2.598667,-10.968879,10.404737,0.471185,18.000000,0,397.340866
0.150000,19.014105,-0.169381,0.048419,-1.455591,-0.064235,0.028623,-11.565763,-1.485535,0.044910,15.406059,9.997816,19.014921,0.145901,-0.510386,-1.631436,0.574300,2.475324,-2.500000,-0.656001,0.456523,-2.466221,-10.889792,10.399760,0.471185,18.000000,0,397.150809
0.160000,19.016759,-0.197002,0.048906,-1.346932,-0.052844,0.031062,-12.368260,-1.519056,0.062038,15.400800,9.996936,19.017843,0.147350,-0.593525,-1.666406,0.594060,2.455315,-1.000000,-0.711879,0.456028,-2.330205,-10.808425,10.394783,0.471185,18.000000,0,396.960730
0.170000,19.019404,-0.225920,0.051087,-1.224039,-0.041864,0.033002,-13.104366,-1.546166,0.080423,15.395432,9.995880,19.020814,0.153899,-0.680547,-1.700065,0.614131,2.442862,0.500000,-0.756348,0.455526,-2.191980,-10.725406,10.389805,0.471185,18.000000,0,396.770630
0.180000,19.022017,-0.255890,0.054804,-1.088206,-0.031286,0.034410,-13.766299,-1.567097,0.099771,15.389958,9.994634,19.023817,0.165073,-0.770709,-1.732170,0.634285,2.433454,2.000000,-0.788620,0.455021,-2.053126,-10.641273,10.384826,0.471185,18.000000,0,396.580508
0.190000,19.024580,-0.286653,0.059901,-0.940615,-0.021130,0.035261,-14.346989,-1.582086,0.119768,15.384384,9.993186,19.026833,0.180403,-0.863236,-1.762489,0.654267,2.423425,3.500000,-0.808116,0.454514,-1.915404,-10.556462,10.379847,0.471185,18.000000,0,396.390366
0.200000,19.027075,-0.317943,0.066224,-0.782352,-0.011442,0.035537,-14.840012,-1.591389,0.140091,15.378715,9.991526,19.029847,0.199417,-0.957319,-1.790806,0.673799,2.409800,5.000000,-0.814441,0.454007,-1.780713,-10.471310,10.374867,0.471185,18.000000,0,396.200202
0.210000,19.029488,-0.349481,0.073611,-0.614408,-0.002281,0.035228,-15.239539,-1.595291,0.160406,15.372956,9.989646,19.032839,0.221634,-1.052126,-1.816925,0.692593,2.390179,6.500000,-0.807361,0.453501,-1.651047,-10.386059,10.369887,0.471185,18.000000,0,396.010018
0.220000,19.031805,-0.380986,0.081899,-0.437698,0.006277,0.034330,-15.540288,-1.594116,0.180378,15.367114,9.987536,19.035794,0.246558,-1.146806,-1.840674,0.710353,2.362669,8.000000,-0.786785,0.452999,-1.528450,-10.300868,10.364907,0.471185,18.000000,0,395.819814
0.230000,19.034014,-0.412169,0.090918,-0.253056,0.014153,0.032845,-15.737478,-1.588232,0.199669,15.361197,9.985190,19.038693,0.273676,-1.240495,-1.861909,0.726779,2.325829,9.500000,-0.752742,0.452501,-1.414976,-10.215829,10.359925,0.471185,18.000000,0,395.629591
0.240000,19.036108,-0.442740,0.100491,-0.061254,0.021261,0.030778,-15.826784,-1.578056,0.217944,15.355211,9.982604,19.041521,0.302460,-1.332320,-1.880516,0.741579,2.278624,11.000000,-0.705373,0.452010,-1.312642,-10.130986,10.354944,0.471185,18.000000,0,395.439348
0.250000,19.038080,-0.472403,0.110439,0.137003,0.027515,0.028139,-15.804309,-1.564052,0.234872,15.349166,9.979774,19.044261,0.332366,-1.421399,-1.896418,0.754471,2.220395,11.254980,-0.644908,0.451527,-1.223395,-10.046363,10.349962,0.471185,18.000000,0,395.249086
0.260000,19.039924,-0.500790,0.120612,0.321790,0.032690,0.024735,-15.672151,-1.546776,0.250065,15.343070,9.976699,19.046890,0.362948,-1.506621,-1.909724,0.765262,2.159090,9.754980,-0.566881,0.451055,-1.148561,-9.962342,10.344979,0.471185,18.000000,0,395.058806
0.270000,19.041633,-0.527541,0.130880,0.467096,0.036600,0.020386,-15.445596,-1.526903,0.263029,15.336929,9.973380,19.049389,0.393808,-1.586915,-1.920711,0.773944,2.104795,8.254980,-0.467204,0.450595,-1.088203,-9.879412,10.339996,0.471185,18.000000,0,394.868509
0.280000,19.043210,-0.552501,0.141070,0.576443,0.039395,0.015335,-15.146237,-1.505112,0.273291,15.330752,9.969823,19.051746,0.424434,-1.661812,-1.929546,0.780624,2.054879,6.754980,-0.351455,0.450149,-1.041593,-9.797523,10.335012,0.471185,18.000000,0,394.678195
0.290000,19.044657,-0.575575,0.151036,0.653040,0.041191,0.009795,-14.793740,-1.482010,0.280512,15.324544,9.966031,19.053952,0.454383,-1.731032,-1.936393,0.785452,2.008733,5.254980,-0.224492,0.449717,-1.007696,-9.716676,10.330028,0.471185,18.000000,0,394.487865
0.300000,19.045979,-0.596721,0.160654,0.699808,0.042096,0.003950,-14.406019,-1.458138,0.284464,15.318312,9.962011,19.056002,0.483283,-1.794458,-1.941421,0.788618,1.966860,3.754980,-0.090534,0.449301,-0.985213,-9.636909,10.325044,0.471185,18.000000,0,394.297520
0.310000,19.047181,-0.615950,0.169823,0.719409,0.042216,-0.002041,-13.999388,-1.433975,0.285020,15.312062,9.957770,19.057895,0.510831,-1.852118,-1.944807,0.790342,1.930279,2.254980,0.046776,0.448900,-0.972639,-9.558282,10.320059,0.471185,18.000000,0,394.107161
0.320000,19.048270,-0.633311,0.178465,0.714271,0.041660,-0.008042,-13.588706,-1.409940,0.282133,15.305798,9.953316,19.059631,0.536795,-1.904169,-1.946735,0.790863,1.900145,0.754980,0.184312,0.448515,-0.968320,-9.480855,10.315074,0.471185,18.000000,0,393.916789
0.330000,19.049253,-0.648894,0.186526,0.686605,0.040542,-0.013937,-13.187504,-1.386388,0.275834,15.299525,9.948657,19.061214,0.561008,-1.950876,-1.947396,0.790438,1.877524,-0.745020,0.319407,0.448144,-0.970505,-9.404676,10.310089,0.471185,18.000000,0,393.726406
0.340000,19.050137,-0.662818,0.193971,0.638431,0.038977,-0.019626,-12.808103,-1.363606,0.266211,15.293247,9.943799,19.062651,0.583373,-1.992604,-1.946979,0.789327,1.863266,-2.245020,0.449805,0.447788,-0.977408,-9.329767,10.305103,0.471185,18.000000,0,393.536012
0.350000,19.050929,-0.675232,0.200791,0.571590,0.037085,-0.025029,-12.461718,-1.341817,0.253406,15.286969,9.938750,19.063949,0.603856,-2.029802,-1.945673,0.787788,1.857955,-3.745020,0.573615,0.447445,-0.987245,-9.256114,10.300117,0.471185,18.000000,0,393.345610
0.360000,19.051638,-0.686310,0.206992,0.487764,0.034982,-0.030075,-12.158555,-1.321174,0.237603,15.280691,9.933519,19.065120,0.622483,-2.062990,-1.943657,0.786076,1.861902,-3.741487,0.689274,0.447115,-0.998279,-9.183659,10.295131,0.471185,18.000000,0,393.155200
0.370000,19.052273,-0.696338,0.212558,0.411766,0.032956,-0.034459,-11.901127,-1.301713,0.219101,15.274418,9.928109,19.066179,0.639198,-2.093030,-1.940912,0.784315,1.864596,-2.463741,0.789732,0.446796,-1.009650,-9.111834,10.290145,0.471185,18.000000,0,392.964783
0.380000,19.052845,-0.705551,0.217488,0.362604,0.031141,-0.038040,-11.679417,-1.283351,0.198322,15.268152,9.922526,19.067145,0.654001,-2.120629,-1.937353,0.782447,1.858506,-1.712056,0.871821,0.446486,-1.021753,-9.040129,10.285159,0.471185,18.000000,0,392.774361
0.390000,19.053357,-0.714011,0.221830,0.329690,0.029369,-0.041078,-11.481133,-1.266016,0.175651,15.261895,9.916773,19.068021,0.667039,-2.145968,-1.933055,0.780395,1.849406,-1.274659,0.941431,0.446185,-1.035135,-8.968618,10.280172,0.471185,18.000000,0,392.583934
0.400000,19.053816,-0.721767,0.225618,0.306673,0.027568,-0.043728,-11.298817,-1.249705,0.151352,15.255651,9.910852,19.068816,0.678412,-2.169200,-1.928116,0.778130,1.840091,-1.024758,1.002182,0.445892,-1.049990,-8.897348,10.275186,0.471185,18.000000,0,392.393503
0.410000,19.054226,-0.728863,0.228877,0.289741,0.025711,-0.046091,-11.127909,-1.234442,0.125618,15.249421,9.904767,19.069535,0.688198,-2.190453,-1.922639,0.775653,1.831781,-0.886463,1.056329,0.445606,-1.066310,-8.826348,10.270199,0.471185,18.000000,0,392.203070
0.420000,19.054594,-0.735337,0.231633,0.276601,0.023801,-0.048228,-10.965591,-1.220258,0.098596,15.243207,9.898521,19.070184,0.696470,-2.209845,-1.916728,0.772981,1.824896,-0.814366,1.105305,0.445327,-1.083976,-8.755643,10.265212,0.471185,18.000000,0,392.012634
0.430000,19.054926,-0.741225,0.233909,0.265875,0.021849,-0.050180,-10.810091,-1.207181,0.070403,15.237010,9.892115,19.070771,0.703301,-2.227480,-1.910482,0.770140,1.819462,-0.781311,1.150040,0.445054,-1.102813,-8.685252,10.260225,0.471185,18.000000,0,391.822196
0.440000,19.055226,-0.746558,0.235730,0.256728,0.019873,-0.051974,-10.660271,-1.195230,0.041136,15.230833,9.885553,19.071302,0.708765,-2.243452,-1.903995,0.767160,1.815339,-0.771073,1.191164,0.444787,-1.122620,-8.615193,10.255238,0.471185,18.000000,0,391.631758
0.450000,19.055501,-0.751366,0.237123,0.248652,0.017891,-0.053630,-10.515374,-1.184413,0.010882,15.224675,9.878838,19.071783,0.712941,-2.257852,-1.897355,0.764071,1.812324,-0.773966,1.229117,0.444524,-1.143189,-8.545483,10.250252,0.471185,18.000000,0,391.441319
0.460000,19.055756,-0.755678,0.238115,0.241338,0.015923,-0.055162,-10.374876,-1.174729,-0.020286,15.218538,9.871971,19.072220,0.715912,-2.270762,-1.890641,0.760902,1.810206,-0.784221,1.264223,0.444266,-1.164317,-8.476140,10.245265,0.471185,18.000000,0,391.250880
0.470000,19.055995,-0.759518,0.238733,0.234592,0.013983,-0.056581,-10.238398,-1.166164,-0.052299,15.212421,9.864955,19.072619,0.717762,-2.282260,-1.883926,0.757682,1.808793,-0.798408,1.296735,0.444012,-1.185809,-8.407179,10.240278,0.471185,18.000000,0,391.060441
0.480000,19.056222,-0.762911,0.239007,0.228293,0.012086,-0.057895,-10.105651,-1.158699,-0.085095,15.206325,9.857792,19.072985,0.718579,-2.292417,-1.877277,0.754437,1.807920,-0.814498,1.326855,0.443760,-1.207488,-8.338615,10.235291,0.471185,18.000000,0,390.870003
0.490000,19.056443,-0.765880,0.238967,0.222361,0.010244,-0.059112,-9.976401,-1.152305,-0.118616,15.200249,9.850485,19.073325,0.718448,-2.301304,-1.870753,0.751190,1.807445,-0.831298,1.354755,0.443512,-1.229187,-8.270464,10.230304,0.471185,18.000000,0,390.679566
0.500000,19.056661,-0.768448,0.238640,0.216744,0.008468,-0.060239,-9.850454,-1.146948,-0.152809,15.194194,9.843036,19.073641,0.717458,-2.308983,-1.864406,0.747963,1.807253,-0.848117,1.380583,0.443265,-1.250761,-8.202737,10.225318,0.471185,18.000000,0,390.489131
0.510000,19.056879,-0.770633,0.238056,0.211405,0.006765,-0.061282,-9.727640,-1.142588,-0.187623,15.188158,9.835446,19.073940,0.715693,-2.315518,-1.858281,0.744776,1.807251,-0.864556,1.404470,0.443021,-1.272074,-8.135446,10.220331,0.471185,18.000000,0,390.298698
0.520000,19.057101,-0.772457,0.237242,0.206316,0.005142,-0.062244,-9.607809,-1.139181,-0.223012,15.182142,9.827718,19.074225,0.713238,-2.320965,-1.852419,0.741645,1.807364,-0.880397,1.426537,0.442777,-1.293012,-8.068603,10.215344,0.471185,18.000000,0,390.108266
0.530000,19.057329,-0.773936,0.236226,0.201457,0.003605,-0.063133,-9.490824,-1.136679,-0.258931,15.176144,9.819854,19.074501,0.710175,-2.325379,-1.846855,0.738585,1.807530,-0.895524,1.446892,0.442535,-1.313471,-8.002216,10.210358,0.471185,18.000000,0,389.917836
0.540000,19.057566,-0.775089,0.235033,0.196810,0.002157,-0.063950,-9.376558,-1.135033,-0.295338,15.170164,9.811855,19.074770,0.706582,-2.328812,-1.841615,0.735609,1.807704,-0.909886,1.465636,0.442293,-1.333364,-7.936294,10.205371,0.471185,18.000000,0,389.727409
0.550000,19.057815,-0.775931,0.233690,0.192361,0.000800,-0.064702,-9.264893,-1.134191,-0.332196,15.164200,9.803724,19.075036,0.702534,-2.331312,-1.836725,0.732727,1.807847,-0.923463,1.482862,0.442052,-1.352615,-7.870842,10.200385,0.471185,18.000000,0,389.536984
0.560000,19.058076,-0.776480,0.232219,0.188098,-0.000463,-0.065391,-9.155721,-1.134098,-0.369466,15.158252,9.795463,19.075301,0.698103,-2.332928,-1.832202,0.729950,1.807932,-0.936260,1.498656,0.441810,-1.371164,-7.805867,10.195399,0.471185,18.000000,0,389.346561
0.570000,19.058353,-0.776748,0.230643,0.184010,-0.001632,-0.066021,-9.048938,-1.134703,-0.407114,15.152318,9.787073,19.075569,0.693357,-2.333702,-1.828060,0.727282,1.807938,-0.948292,1.513100,0.441568,-1.388959,-7.741371,10.190412,0.471185,18.000000,0,389.156141
0.580000,19.058646,-0.776751,0.228984,0.180087,-0.002709,-0.066596,-8.944446,-1.135951,-0.445108,15.146398,9.778555,19.075842,0.688359,-2.333676,-1.824310,0.724732,1.807851,-0.959578,1.526270,0.441326,-1.405961,-7.677359,10.185426,0.471185,18.000000,0,388.965724
0.590000,19.058956,-0.776501,0.227261,0.176320,-0.003693,-0.067118,-8.842155,-1.137790,-0.483415,15.140489,9.769913,19.076121,0.683168,-2.332891,-1.820958,0.722302,1.807660,-0.970143,1.538235,0.441082,-1.422140,-7.613831,10.180440,0.471185,18.000000,0,388.775309
0.600000,19.059285,-0.776011,0.225492,0.172700,-0.004586,-0.067591,-8.741978,-1.140166,-0.522008,15.134592,9.761147,19.076409,0.677839,-2.331384,-1.818005,0.719995,1.807360,-0.980013,1.549064,0.440838,-1.437477,-7.550788,10.175454,0.471185,18.000000,0,388.584896
0.610000,19.059633,-0.775294,0.223694,0.169219,-0.005392,-0.068016,-8.643833,-1.143029,-0.560858,15.128704,9.752258,19.076706,0.672423,-2.329192,-1.815452,0.717814,1.806950,-0.989212,1.558817,0.440593,-1.451959,-7.488230,10.170468,0.471185,18.000000,0,388.394486
0.620000,19.060000,-0.774360,0.221883,0.165871,-0.006112,-0.068397,-8.547641,-1.146329,-0.599939,15.122824,9.743249,19.077014,0.666966,-2.326348,-1.813295,0.715758,1.806429,-0.997766,1.567554,0.440347,-1.465581,-7.426154,10.165482,0.471185,18.000000,0,388.204078
0.630000,19.060387,-0.773221,0.220072,0.162648,-0.006750,-0.068737,-8.453330,-1.150018,-0.639226,15.116951,9.734122,19.077334,0.661509,-2.322885,-1.811527,0.713827,1.805802,-1.005699,1.575330,0.440100,-1.478347,-7.364560,10.160496,0.471185,18.000000,0,388.013673
0.640000,19.060795,-0.771887,0.218274,0.159545,-0.007308,-0.069036,-8.360830,-1.154049,-0.678697,15.111085,9.724876,19.077666,0.656091,-2.318834,-1.810140,0.712021,1.805074,-1.013034,1.582196,0.439851,-1.490263,-7.303442,10.155510,0.471185,18.000000,0,387.823269
0.650000,19.061222,-0.770368,0.216500,0.156555,-0.007792,-0.069298,-8.270073,-1.158379,-0.718328,15.105223,9.715515,19.078012,0.650746,-2.314225,-1.809125,0.710336,1.804251,-1.019795,1.588203,0.439601,-1.501344,-7.242798,10.150524,0.471185,18.000000,0,387.632869
0.660000,19.061670,-0.768672,0.214761,0.153673,-0.008205,-0.069525,-8.180997,-1.162965,-0.758100,15.099364,9.706040,19.078371,0.645503,-2.309086,-1.808468,0.708770,1.803340,-1.026002,1.593395,0.439349,-1.511608,-7.182623,10.145538,0.471185,18.000000,0,387.442470
0.670000,19.062137,-0.766810,0.213064,0.150895,-0.008550,-0.069718,-8.093541,-1.167769,-0.797991,15.093508,9.696451,19.078744,0.640388,-2.303444,-1.808156,0.707321,1.802352,-1.031677,1.597817,0.439096,-1.521077,-7.122911,10.140552,0.471185,18.000000,0,387.252073
0.680000,19.062623,-0.764789,0.211418,0.148214,-0.008833,-0.069879,-8.007648,-1.172752,-0.837985,15.087653,9.686751,19.079130,0.635423,-2.297324,-1.808175,0.705983,1.801295,-1.036839,1.601510,0.438842,-1.529777,-7.063658,10.135567,0.471185,18.000000,0,387.061678
0.690000,19.063129,-0.762618,0.209828,0.145627,-0.009056,-0.070010,-7.923262,-1.177880,-0.878061,15.081799,9.676940,19.079531,0.630629,-2.290750,-1.808509,0.704753,1.800179,-1.041509,1.604513,0.438586,-1.537736,-7.004855,10.130581,0.471185,18.000000,0,386.871285
0.700000,19.063652,-0.760304,0.208300,0.143130,-0.009226,-0.070113,-7.840333,-1.183120,-0.918205,15.075944,9.667020,19.079945,0.626020,-2.283746,-1.809141,0.703626,1.799013,-1.045704,1.606862,0.438328,-1.544986,-6.946498,10.125596,0.471185,18.000000,0,386.680894
0.710000,19.064194,-0.757855,0.206838,0.140718,-0.009345,-0.070188,-7.758808,-1.188443,-0.958400,15.070087,9.656993,19.080372,0.621610,-2.276334,-1.810054,0.702597,1.797808,-1.049443,1.608593,0.438069,-1.551558,-6.888578,10.120610,0.471185,18.000000,0,386.490504
0.720000,19.064752,-0.755277,0.205446,0.138388,-0.009417,-0.070238,-7.678642,-1.193821,-0.998631,15.064227,9.646859,19.080813,0.617409,-2.268535,-1.811230,0.701662,1.796574,-1.052743,1.609738,0.437809,-1.557488,-6.831089,10.115625,0.471185,18.000000,0,386.300116
0.730000,19.065327,-0.752577,0.204127,0.136137,-0.009448,-0.070264,-7.599787,-1.199228,-1.038883,15.058365,9.636620,19.081266,0.613425,-2.260369,-1.812652,0.700815,1.795320,-1.055620,1.610330,0.437548,-1.562811,-6.774023,10.110639,0.471185,18.000000,0,386.109730
0.740000,19.065917,-0.749763,0.202880,0.133961,-0.009440,-0.070267,-7.522199,-1.204641,-1.079144,15.052498,9.626277,19.081732,0.609661,-2.251855,-1.814302,0.700050,1.794056,-1.058090,1.610397,0.437285,-1.567562,-6.717372,10.105654,0.471185,18.000000,0,385.919344
0.750000,19.066522,-0.746838,0.201709,0.131857,-0.009398,-0.070248,-7.445838,-1.210040,-1.119400,15.046626,9.615831,19.082209,0.606123,-2.243012,-1.816162,0.699363,1.792790,-1.060170,1.609967,0.437021,-1.571777,-6.661129,10.100668,0.471185,18.000000,0,385.728960
0.760000,19.067141,-0.743811,0.200613,0.129823,-0.009326,-0.070209,-7.370661,-1.215406,-1.159640,15.040748,9.605284,19.082698,0.602809,-2.233857,-1.818215,0.698749,1.791530,-1.061873,1.609069,0.436755,-1.575493,-6.605285,10.095683,0.471185,18.000000,0,385.538577
0.770000,19.067773,-0.740685,0.199592,0.127854,-0.009226,-0.070150,-7.296631,-1.220722,-1.199851,15.034864,9.594636,19.083197,0.599721,-2.224406,-1.820443,0.698201,1.790286,-1.063215,1.607726,0.436489,-1.578746,-6.549833,10.090698,0.471185,18.000000,0,385.348195
0.780000,19.068417,-0.737466,0.198644,0.125950,-0.009102,-0.070073,-7.223710,-1.225974,-1.240024,15.028974,9.583889,19.083706,0.596855,-2.214676,-1.822829,0.697715,1.789062,-1.064209,1.605964,0.436221,-1.581570,-6.494765,10.085712,0.471185,18.000000,0,385.157814
0.790000,19.069073,-0.734160,0.197770,0.124108,-0.008958,-0.069979,-7.151862,-1.231150,-1.280148,15.023076,9.573044,19.084225,0.594207,-2.204681,-1.825357,0.697285,1.787868,-1.064870,1.603805,0.435952,-1.584000,-6.440073,10.080727,0.471185,18.000000,0,384.967434
0.800000,19.069739,-0.730770,0.196967,0.122324,-0.008797,-0.069869,-7.081053,-1.236237,-1.320213,15.017170,9.562101,19.084752,0.591773,-2.194437,-1.828011,0.696907,1.786708,-1.065210,1.601272,0.435683,-1.586071,-6.385749,10.075742,0.471185,18.000000,0,384.777055
0.810000,19.070415,-0.727302,0.196233,0.120598,-0.008620,-0.069743,-7.011249,-1.241228,-1.360210,15.011256,9.551063,19.085288,0.589547,-2.183956,-1.830775,0.696576,1.785587,-1.065242,1.598384,0.435412,-1.587814,-6.331785,10.070757,0.471185,18.000000,0,384.586676
0.820000,19.071100,-0.723760,0.195565,0.118926,-0.008431,-0.069602,-6.942418,-1.246114,-1.400131,15.005334,9.539929,19.085831,0.587521,-2.173252,-1.833635,0.696288,1.784512,-1.064979,1.595162,0.435140,-1.589261,-6.278174,10.065771,0.471185,18.000000,0,384.396298
0.830000,19.071794,-0.720147,0.194962,0.117307,-0.008233,-0.069448,-6.874531,-1.250889,-1.439968,14.999403,9.528702,19.086381,0.585688,-2.162337,-1.836577,0.696037,1.783485,-1.064432,1.591625,0.434868,-1.590442,-6.224908,10.060786,0.471185,18.000000,0,384.205921
0.840000,19.072494,-0.716469,0.194420,0.115740,-0.008027,-0.069280,-6.807557,-1.255548,-1.479712,14.993463,9.517382,19.086937,0.584039,-2.151224,-1.839587,0.695820,1.782511,-1.063613,1.587791,0.434595,-1.591386,-6.171980,10.055801,0.471185,18.000000,0,384.015544
0.850000,19.073202,-0.712727,0.193937,0.114221,-0.007816,-0.069101,-6.741467,-1.260087,-1.519357,14.987513,9.505970,19.087499,0.582566,-2.139922,-1.842653,0.695633,1.781592,-1.062534,1.583676,0.434321,-1.592120,-6.119382,10.050816,0.471185,18.000000,0,383.825167
0.860000,19.073915,-0.708927,0.193509,0.112749,-0.007601,-0.068910,-6.676234,-1.264504,-1.558896,14.981554,9.494467,19.088066,0.581259,-2.128445,-1.845763,0.695472,1.780731,-1.061204,1.579296,0.434047,-1.592670,-6.067108,10.045831,0.471185,18.000000,0,383.634791
0.870000,19.074634,-0.705072,0.193134,0.111323,-0.007385,-0.068708,-6.611831,-1.268798,-1.598322,14.975585,9.482874,19.088638,0.580109,-2.116800,-1.848907,0.695333,1.779931,-1.059635,1.574668,0.433772,-1.593059,-6.015150,10.040845,0.471185,18.000000,0,383.444416
0.880000,19.075358,-0.701164,0.192807,0.109941,-0.007168,-0.068496,-6.548233,-1.272968,-1.637630,14.969606,9.471191,19.089214,0.579105,-2.104999,-1.852073,0.695214,1.779191,-1.057837,1.569806,0.433497,-1.593311,-5.963503,10.035860,0.471185,18.000000,0,383.254040
0.890000,19.076086,-0.697207,0.192526,0.108601,-0.006953,-0.068274,-6.485416,-1.277013,-1.676813,14.963617,9.459421,19.089794,0.578239,-2.093051,-1.855252,0.695111,1.778513,-1.055820,1.564724,0.433221,-1.593447,-5.912159,10.030875,0.471185,18.000000,0,383.063665
0.900000,19.076818,-0.693204,0.192287,0.107303,-0.006740,-0.068043,-6.423354,-1.280936,-1.715867,14.957619,9.447564,19.090377,0.577500,-2.080964,-1.858436,0.695020,1.777898,-1.053593,1.559434,0.432945,-1.593485,-5.861113,10.025890,0.471185,18.000000,0,382.873290
0.910000,19.077552,-0.689157,0.192087,0.106043,-0.006530,-0.067804,-6.362026,-1.284738,-1.754786,14.951610,9.435621,19.090962,0.576878,-2.068747,-1.861616,0.694941,1.777346,-1.051165,1.553951,0.432668,-1.593444,-5.810358,10.020905,0.471185,18.000000,0,382.682915
0.920000,19.078289,-0.685069,0.191924,0.104822,-0.006325,-0.067557,-6.301409,-1.288420,-1.793566,14.945591,9.423592,19.091550,0.576365,-2.056408,-1.864785,0.694870,1.776855,-1.048545,1.548285,0.432391,-1.593341,-5.759889,10.015920,0.471185,18.000000,0,382.492540
0.930000,19.079029,-0.680944,0.191793,0.103637,-0.006125,-0.067302,-6.241482,-1.291987,-1.832201,14.939563,9.411479,19.092140,0.575950,-2.043955,-1.867937,0.694805,1.776427,-1.045742,1.542448,0.432113,-1.593189,-5.709701,10.010935,0.471185,18.000000,0,382.302165
